Cust_ID	name	birth_year	education_level	dependents	City
4952	Miss Christine Carter	1975	High School	0	nan
4956	Mr Joseph Griffin	1994	Master	0	London
4957	Mr Steven Stevenson	1999	Bachelor	1	nan
4961	Miss Joan Mason	1989	less than high school	0	London
4965	Miss Kaitlin Thompson	2000	high school	0	nan
4970	Mr Brian Mathews	1996	Bachelor	1	Birmingham
4971	Miss Misty Macdonald	1979	high school	1	nan
4972	Miss Kimberly May	1980	high school	0	nan
4977	Miss Zoe Wilson	2004	less than high school	0	nan
4978	Mr Christopher Bailey	1994	less than high school	0	Birmingham
4980	Mr Matthew Jackson	1998	less than high school	1	Birmingham
4983	Miss Rebecca Harrison	1986	less than high school	1	nan
4986	Miss Meghan Summers	1961	high school	0	nan
4987	Miss Laura Burton	1994	Bachelor	1	nan
4989	Mr Aaron Gibson	1970	Bachelor	1	London
4990	Mr Justin Wilson	1968	high school	1	nan
4991	Miss Mackenzie Martin	1980	less than high school	1	Birmingham
4994	Mr Richard Jackson	1951	high school	0	nan
4995	Mr Michael Faulkner	2001	high school	0	nan
4997	Mr Jose Ramos	1961	Bachelor	1	nan
4999	Miss Tammie Chen	2005	high school	0	Birmingham
5001	Mr Travis Burns	1995	high school	0	London
5002	Miss Bonnie Reyes	1999	less than high school	0	nan
5004	Mr Daryl Schroeder	2001	Bachelor	0	Birmingham
5005	Miss Beth Stevens	2002	Bachelor	1	nan
5007	Miss Carol Jones	2001	less than high school	1	nan
5010	Miss Jordan Jimenez	1979	less than high school	0	nan
5013	Mr David Wilkinson	1968	high school	0	Birmingham
5017	Mr Michael Sandoval	1954	Bachelor	0	nan
5018	Miss Jane Frank	2003	less than high school	1	Birmingham
5019	Mr Randy Reed	1987	Bachelor	0	Brimingham
5021	Miss Heather Williams	1969	Master	0	London
5023	Mr Richard Wilson	2003	Bachelor	0	Birmingham
5025	Miss Amber Thompson	1983	high school	0	nan
5026	Miss Kimberly Dixon	2003	high school	1	nan
5027	Miss Kimberly Macdonald	1971	Master	0	Birmingham
5028	Miss Kristin Vargas	1986	less than high school	1	nan
5029	Miss Lisa Jones	1998	less than high school	0	nan
5030	Miss Erika James	2000	less than high school	0	nan
5031	Mr Marcus Craig	1964	high school	1	Birmingham
5032	Miss Tamara Martin	1992	PHD	0	nan
5033	Miss Natasha Lopez	2002	Bachelor	0	nan
5038	Mr Daniel Walker	2000	Bachelor	0	London
5041	Mr David Thompson	2003	Master	0	Birmingham
5042	Mr Michael Shepherd	2003	Bachelor	1	nan
5043	Miss Rachel Neal	1956	Bachelor	0	Birmingham
5044	Miss Tammy Middleton	1967	Bachelor	0	nan
5045	Mr Dave Mills	2000	less than high school	0	Birmingham
5047	Miss Jennifer Flores	2001	Bachelor	1	Birmingham
5048	Miss Katrina English	1995	Bachelor	0	nan
5049	Mr Kenneth Rodriguez	1994	Bachelor	0	nan
5050	Mr Joshua Stephens	2002	high school	0	nan
5052	Mr Aaron Smith	2003	Master	0	nan
5053	Miss Vanessa Rivera	2006	Master	1	London
5056	Mr Christian Quinn	1994	less than high school	0	nan
5057	Mr Michael Morales	1961	Bachelor	0	Birmingham
5058	Mr Kevin Perry	1973	high school	0	Birmingham
5061	Mr William White	1966	less than high school	2	Birmingham
5063	Miss Tammy Doyle	2001	less than high school	1	London
5064	Miss Theresa Levy	2002	less than high school	1	nan
5065	Mr Eric Williams	2000	less than high school	0	London
5066	Miss Amanda Bennett	1960	high school	1	nan
5067	Miss Elizabeth Mills	2004	Master	0	Birmingham
5068	Mr Jeffery Sutton	1956	less than high school	0	Birmingham
5069	Mr Devin Figueroa	2001	high school	0	nan
5071	Mr Paul Taylor	1994	Master	0	nan
5074	Mr Hayden Buck	1996	high school	0	London
5075	Miss Courtney Morales	2004	Master	0	Birmingham
5076	Miss Tiffany Schmidt	2004	high school	0	Birmingham
5077	Miss Teresa Thomas	1998	Master	0	Birmingham
5078	Miss Tracey Reed	2002	PhD	1	nan
5079	Miss Melissa Green	1998	Bachelor	0	nan
5080	Mr Zachary Cox	1969	Master	0	nan
5085	Miss Melissa Jones	1993	Bachelor	0	London
5086	Mr Charles Davis	1961	Bachelor	1	Birmingham
5087	Mr Peter Tyler	1967	high school	0	Birmingham
5089	Mr James Martin	2001	Master	0	nan
5090	Mr Tony Dillon	1997	high school	0	London
5091	Mr Mark Nicholson	1997	Bachelor	0	nan
5092	Mr Brandon Ramirez	1957	high school	0	London
5095	Mr Jonathan Ramirez	2000	high school	1	nan
5097	Miss Tara Hale	2000	high school	0	nan
5098	Miss Rebecca Jackson	1997	PhD	0	nan
5099	Mr Frank Lopez	1960	high school	0	Birmingham
5100	Miss Beth Vaughan	2000	high school	0	Birmingham
5101	Mr Jeffery Davis	1998	Bachelor	0	nan
5102	Miss Candice Cook	1963	high school	0	London
5103	Mr Shane Hernandez	1997	high school	0	London
5104	Mr Paul Coffey	1962	high school	0	nan
5105	Miss Samantha Bradley	2004	less than high school	0	nan
5107	Miss Martha Duke	2001	Bachelor	0	nan
5108	Mr Andrew Scott	2004	less than high school	0	nan
5110	Miss Desiree Smith	1995	Master	0	nan
5111	Miss Brianna Bowman	2006	high school	0	nan
5112	Miss Kelly Wood	1989	Master	0	Birmingham
5113	Mr Matthew Hoover	1952	high school	0	Birmingham
5114	Mr Jonathan Long	1997	high school	0	nan
5116	Miss Amanda Romero	2005	high school	0	nan
5117	Miss Amanda Holmes	1969	high school	0	nan
5118	Mr Michael Clark	1960	less than high school	0	Birmingham
5123	Miss Gina Mccullough	2001	high school	0	nan
5125	Miss Emily Le	2002	PHD	0	London
5128	Miss Melanie Cameron	1999	Bachelor	0	nan
5129	Mr John Beasley	1995	Bachelor	1	nan
5130	Mr Eric Miller	1968	high school	0	London
5131	Mr William Walter	1950	high school	0	nan
5132	Miss Susan Richardson	1999	high school	1	London
5133	Miss Kelly Cameron	2003	less than high school	1	nan
5134	Mr Brett Smith	1952	high school	0	Birmingham
5135	Miss Tammy Moore	1990	Master	0	Birmingham
5137	Miss Kristen Hughes	1999	high school	1	London
5142	Miss Sharon Clements	1996	Master	1	nan
5143	Miss Kimberly Rush	1998	Master	1	nan
5144	Miss Kathleen Heath	2000	Bachelor	0	London
5145	Mr Anthony Webster	1993	Master	1	nan
5146	Miss Alexandra Nixon	1986	high school	1	London
5148	Mr Jeffery Wade	1976	high school	0	Birmingham
5151	Miss Krystal Taylor	1964	high school	0	Birmingham
5152	Mr Christopher Hunt	1965	PhD	1	Birmingham
5153	Miss Sara Daniels	1998	Bachelor	0	nan
5154	Miss Amanda Olson	1999	less than high school	1	nan
5155	Miss Taylor Walker	2005	less than high school	0	London
5156	Miss Stephanie Green	2003	less than high school	0	nan
5157	Miss Brenda Barrera	2003	high school	0	nan
5159	Mr Tony Brown	2002	high school	0	Birmingham
5160	Miss Briana Bauer	2000	Bachelor	0	Birmingham
5161	Miss Latoya Johnson	1998	high school	1	London
5162	Miss Laura Munoz	1997	Master	0	nan
5163	Mr Brian Trujillo	2002	Bachelor	0	nan
5164	Miss Annette Harris	1988	Master	0	nan
5167	Miss Melissa Carr	1988	Bachelor	0	nan
5168	Miss Alicia Todd	1970	high school	0	nan
5173	Miss Angela Lucas	1957	Bachelor	0	nan
5174	Mr Jonathan Morris	1951	high school	0	Birmingham
5175	Miss Stephanie Rivera	1954	Bachelor	0	nan
5176	Mr Charles Anderson	2001	high school	0	Birmingham
5177	Miss Lisa Mitchell	2004	Bachelor	0	Birmingham
5178	Miss Sarah Black	2006	high school	0	London
5179	Miss Katherine Brown	1990	high school	0	nan
5180	Mr Michael Wolf	2000	Master	0	nan
5181	Miss Kristina Luna	2000	Master	0	Birmingham
5183	Mr Dustin Miller	1990	Master	0	nan
5185	Miss Lori Garza	2001	less than high school	0	nan
5186	Miss Debra Martinez	1979	high school	0	nan
5188	Miss Susan Holmes	2000	Bachelor	0	nan
5190	Miss Jennifer Griffith	2003	Master	0	Birmingham
5191	Mr Joe Vincent	1999	Master	0	nan
5192	Miss Krystal Riddle	2002	high school	0	Birmingham
5193	Miss Colleen Vasquez	2004	Bachelor	0	London
5194	Mr David Delgado	2004	Master	1	nan
5195	Mr Andrew Quinn	2004	high school	1	Birmingham
5196	Miss Becky Weeks	2005	less than high school	0	nan
5198	Mr Brian Santiago	1998	PhD	0	Birmingham
5199	Mr David Leonard	1990	Bachelor	0	Birmingham
5200	Miss Susan Brown	2001	high school	1	nan
5204	Mr Brandon Long	1990	PHD	0	London
5205	Miss Sandra Roth	1998	less than high school	1	Birmingham
5209	Mr Kevin Greer	1957	Master	1	nan
5210	Mr Victor Castro	1979	PhD	0	nan
5212	Miss Nicole Christensen	1997	Master	0	Birmingham
5213	Mr Anthony Sullivan	1998	Bachelor	0	Birmingham
5214	Miss Beth Beck	1954	Master	0	nan
5216	Mr Andrew Chambers	2000	PHD	0	Birmingham
5217	Miss Sandra Turner	2005	high school	0	nan
5222	Miss Angela Scott	1996	less than high school	0	Birmingham
5223	Miss Elizabeth Frey	2006	Bachelor	1	nan
5224	Mr Daniel Valdez	1988	less than high school	1	nan
5225	Miss Mary Zimmerman	1987	Bachelor	0	Birmingham
5227	Mr Kelly Chambers	2001	high school	0	Birmingham
5228	Miss Heather Phillips	2006	less than high school	1	nan
5229	Miss Michele Thomas	2006	high school	0	nan
5230	Miss Karen Wilson	1969	Bachelor	1	Birmingham
5231	Miss Terri Martin	1996	Master	0	nan
5232	Mr David Logan	2006	Master	0	nan
5234	Miss Brittany Porter	1997	high school	0	nan
5237	Miss Valerie Castillo	2004	Bachelor	0	London
5238	Mr Andrew Perkins	2000	less than high school	0	London
5239	Miss Joann Goodwin	1970	less than high school	0	nan
5240	Miss Brandy Johnson	1996	less than high school	1	Birmingham
5241	Mr Samuel White	2002	less than high school	1	Birmingham
5247	Mr Anthony White	1994	Bachelor	0	nan
5248	Mr Thomas Black	1976	less than high school	0	nan
5249	Mr Anthony Shepherd	1983	Bachelor	0	nan
5251	Miss Susan Robbins	2005	high school	1	nan
5252	Miss Kimberly Espinoza	2005	high school	1	London
5253	Miss Pamela Evans	1998	PhD	1	Birmingham
5254	Mr Vincent Fry	1952	Bachelor	0	Birmingham
5261	Miss Nicole Rogers	2001	high school	0	nan
5263	Miss Gwendolyn Lin	1999	less than high school	0	Birmingham
5266	Mr Michael Marquez	2004	less than high school	0	nan
5267	Miss Tara Jacobs	1953	Master	0	Birmingham
5269	Miss Lisa Smith	1985	Master	1	nan
5270	Mr David Mendoza	1996	Bachelor	0	Birmingham
5272	Miss Annette Gordon	2004	Master	0	nan
5273	Mr Andrew Thompson	1957	PhD	0	nan
5274	Mr Richard Padilla	1994	less than high school	0	Birmingham
5275	Miss Tracy Wilson	1997	less than high school	1	Birmingham
5277	Miss Melissa Adams	1991	Master	0	London
5278	Mr Bobby Wood	2003	Bachelor	0	nan
5279	Miss Cindy King	1998	less than high school	1	Birmingham
5283	Miss Haley Allen	2002	Master	0	London
5284	Miss Kendra Wilson	1998	Bachelor	0	Birmingham
5285	Miss Taylor Powell	2002	Bachelor	0	nan
5286	Miss Melissa Sanchez	1995	Master	0	nan
5287	Miss Jasmine Brown	2004	Bachelor	1	nan
5291	Miss Michelle Harris	2005	Bachelor	0	London
5292	Mr John Rodriguez	1962	Bachelor	0	Birmingham
5293	Mr Tim Ellis	2006	high school	1	nan
5294	Mr Javier Miller	1954	Bachelor	0	nan
5295	Mr Christopher Daniel	1976	Bachelor	1	nan
5296	Miss Sara Manning	1994	less than high school	1	London
5297	Miss Amanda Garrison	1964	Master	0	Birmingham
5298	Mr Austin Harris	2002	Bachelor	0	nan
5299	Mr Matthew Myers	1998	Master	0	nan
5301	Miss Erin Manning	1970	Master	0	nan
5302	Miss Jennifer Brady	1968	Bachelor	0	nan
5303	Miss Ashley Hardy	2003	Bachelor	0	nan
5304	Mr Patrick Cross	2001	Master	0	nan
5305	Miss Emma Henderson	2003	Bachelor	0	nan
5308	Miss Felicia Dominguez	1991	less than high school	0	nan
5309	Miss Christina Harris	2005	Bachelor	0	Birmingham
5310	Miss Melissa Guerrero	1999	Bachelor	1	Birmingham
5312	Miss Tiffany Lopez	1965	high school	1	nan
5313	Miss Amber Michael	2002	PhD	0	Birmingham
5315	Miss Elizabeth Williams	1986	PHD	0	nan
5316	Miss Hayley Lane	1999	Bachelor	0	Birmingham
5317	Mr William Peterson	1958	high school	0	nan
5320	Mr Andre Gaines	1995	high school	0	London
5323	Miss Christina Brown	1995	high school	1	nan
5326	Miss Cassandra Campos	2000	less than high school	1	nan
5329	Miss Jo Harris	1991	Bachelor	1	Birmingham
5332	Miss Faith Jones	2005	high school	0	Birmingham
5333	Mr Robert Moore	1985	high school	0	Birmingham
5335	Mr Matthew Davidson	1958	Bachelor	0	Birmingham
5336	Miss Maria Shaffer	1969	less than high school	1	Birmingham
5344	Miss Isabel Porter	2002	Bachelor	1	Birmingham
5346	Miss Robin Ward	2003	less than high school	0	nan
5349	Mr Colton Gonzalez	1968	Master	0	Birmingham
5351	Miss Kristine Harper	1984	Bachelor	1	London
5352	Miss Hannah Lee	2001	high school	0	nan
5354	Miss Anne Harmon	2001	less than high school	1	Birmingham
5355	Mr Eric Andrews	1980	high school	1	London
5356	Mr Juan Ibarra	1964	Bachelor	1	Birmingham
5357	Miss Lisa Knox	2000	high school	0	Birmingham
5358	Miss Emily Walton	2005	high school	1	Birmingham
5361	Mr Gregory Perez	1959	high school	0	Birmingham
5362	Miss Jessica Wise	2000	Bachelor	0	London
5363	Mr William Nelson	1971	less than high school	0	London
5364	Mr Christopher Ortega	1989	less than high school	0	London
5368	Mr Robert Thompson	1996	Bachelor	1	Birmingham
5369	Miss Annette Wang	2003	high school	0	nan
5370	Mr Christopher Decker	1998	less than high school	1	nan
5372	Mr David Hall	1958	high school	0	Birmingham
5374	Mr James Duncan	1945	High School	0	Birmingham
5375	Mr Scott Huff	2001	Master	1	London
5376	Mr Anthony Mays	1990	high school	1	London
5377	Mr Brian Berger	1999	Master	0	London
5378	Miss Natalie Jones	1953	high school	0	nan
5379	Mr Alan Mills	2003	high school	0	nan
5380	Mr John Kelly	1966	Bachelor	0	nan
5381	Mr Jesse Boone	2003	Bachelor	0	nan
5382	Mr Jonathan Martin	1998	high school	1	nan
5385	Mr James Griffin	1997	less than high school	0	London
5386	Miss Suzanne Wallace	1992	Bachelor	0	nan
5387	Mr Grant Lopez	2001	Bachelor	1	nan
5388	Mr Rick Scott	2003	Bachelor	0	nan
5389	Mr Darren Garcia	1994	less than high school	1	Birmingham
5390	Miss Tina Luna	2005	less than high school	0	London
5391	Mr Paul Neal	1994	high school	1	London
5392	Miss Elizabeth Mckinney	1957	PhD	1	Birmingham
5394	Miss Stacy Hendricks	2004	Bachelor	0	nan
5396	Mr Jeffery Fritz	1991	Bachelor	0	Birmingham
5398	Miss Tanya Shannon	1999	Bachelor	0	Birmingham
5399	Miss Brittany Palmer	1997	high school	1	nan
5400	Mr Christopher Cunningham	1990	Bachelor	0	nan
5401	Miss Erica Hernandez	1959	Bachelor	0	London
5402	Mr Bobby Proctor	1964	Bachelor	0	London
5404	Miss Sandra Clark	2003	high school	0	Birmingham
5405	Miss Pamela Sandoval	1999	Bachelor	0	London
5406	Mr Raymond Wagner	1997	Bachelor	0	nan
5407	Miss Dawn Klein	2000	Bachelor	0	Birmingham
5409	Miss Jennifer Chaney	1991	less than high school	0	nan
5412	Miss Katie Roman	2006	Bachelor	0	nan
5413	Miss Kristin Torres	2003	high school	0	nan
5414	Miss Caitlin Dixon	1991	Bachelor	0	nan
5419	Mr Steven Alvarez	1997	Master	1	London
5422	Miss Jennifer Wells	1993	Bachelor	1	nan
5423	Miss Lisa James	1998	Bachelor	0	nan
5425	Mr Riley Craig	1999	Master	0	Birmingham
5428	Miss Kelly Mejia	1999	high school	0	London
5429	Miss Victoria Craig	1989	Master	0	London
5431	Mr Tony Bennett	1997	Master	0	London
5432	Mr David Rodgers	1989	Bachelor	1	nan
5433	Miss Megan Owen	1989	less than high school	1	Birmingham
5436	Miss Melinda Griffin	2003	less than high school	0	Birmingham
5437	Miss Dawn Carpenter	1981	Bachelor	0	nan
5438	Miss Michelle Shields	2003	high school	1	Birmingham
5440	Mr Jordan Nelson	1950	less than high school	1	Birmingham
5441	Mr Charles Goodwin	2003	high school	0	nan
5442	Mr Jesus Barajas	1998	less than high school	0	nan
5443	Mr Kyle Shelton	2002	Master	0	London
5444	Mr Andrew Escobar	2006	high school	1	Birmingham
5446	Miss Michele Kelly	2003	high school	0	nan
5448	Miss Sarah Gonzalez	2006	Bachelor	0	nan
5449	Miss Laura Luna	2004	High School	0	Birmingham
5450	Miss Jacqueline Blackburn	2006	Master	0	London
5452	Mr Christopher Alexander	1994	high school	0	nan
5454	Miss Paula Obrien	2003	less than high school	1	London
5455	Mr Micheal Romero	1997	Bachelor	0	nan
5456	Miss Susan Cook	1953	high school	0	Birmingham
5457	Miss Patricia Rodriguez	2000	less than high school	0	nan
5458	Miss Lindsey Miller	1960	Bachelor	0	nan
5459	Miss Sandra Parker	2001	high school	0	Birmingham
5460	Mr Jared Trevino	1958	less than high school	1	Birmingham
5462	Mr Robert Petersen	1960	less than high school	0	Birmingham
5463	Mr Daniel Martin	1990	high school	0	nan
5466	Miss Christina Gilbert	1995	less than high school	0	nan
5467	Mr David Watson	1956	Master	0	nan
5468	Mr Derrick Wilson	1999	Bachelor	1	nan
5470	Miss Lauren Flores	1947	high school	1	London
5471	Miss Alexis Williams	2006	high school	0	nan
5472	Miss Jessica Mckinney	2003	less than high school	1	London
5476	Miss Vanessa Garcia	1986	Bachelor	0	nan
5477	Mr Jeffery Kelley	2005	high school	0	Birmingham
5478	Miss Jamie Rogers	2002	Master	0	Birmingham
5479	Miss Kristen Rivera	2000	less than high school	0	nan
5480	Mr Daniel Burton	1997	less than high school	1	nan
5481	Miss Rachel Morales	1984	Bachelor	0	London
5483	Mr Peter Gray	2001	Master	1	London
5485	Miss Shannon Garcia	1988	Bachelor	0	London
5486	Miss Janet Pitts	2001	Bachelor	0	nan
5487	Miss Amy Cunningham	1952	less than high school	0	nan
5488	Mr Daniel Miller	1997	Bachelor	1	Birmingham
5489	Mr Clayton Garcia	2001	Master	0	nan
5490	Mr Joshua Freeman	1995	less than high school	0	nan
5491	Miss Sarah Ellis	2000	less than high school	1	Birmingham
5492	Miss Allison Walker	1997	high school	0	Birmingham
5493	Miss Stephanie Hernandez	1991	high school	0	Birmingham
5495	Miss Melissa Stein	1989	Bachelor	0	London
5498	Mr Sergio Williams	1999	high school	0	London
5499	Miss Lisa Williams	1999	Master	1	nan
5500	Miss Jessica Hurst	1958	less than high school	0	Birmingham
5501	Miss Victoria Medina	1989	Bachelor	0	nan
5503	Miss Stephanie Nelson	1972	high school	0	London
5504	Miss Kimberly Mahoney	1979	less than high school	2	nan
5506	Miss Whitney Saunders	1960	less than high school	0	Birmingham
5508	Miss Patricia Ramirez	2005	high school	1	nan
5509	Miss Briana Welch	1998	Bachelor	0	London
5510	Mr Joshua Wang	1994	less than high school	0	nan
5512	Mr Gary Chavez	1963	Master	0	London
5513	Miss Bethany Orr	1952	less than high school	0	Birmingham
5514	Mr Patrick Brady	1950	Master	0	nan
5516	Mr Raymond Thompson	2000	high school	0	nan
5519	Miss Julie Garcia	1974	Bachelor	0	Birmingham
5521	Mr Frederick Nichols	2002	Bachelor	0	nan
5522	Miss Melissa Meza	1993	Bachelor	0	London
5526	Mr Clifford Moreno	1971	high school	0	Birmingham
5528	Miss Paula Solomon	2000	high school	0	Birmingham
5529	Mr Matthew Perez	1987	Master	0	nan
5534	Miss Susan Cardenas	2002	less than high school	0	London
5535	Miss Angela Collins	2006	Master	0	nan
5536	Mr Brandon Moore	1993	PhD	1	nan
5537	Miss Lisa Stafford	2004	Bachelor	0	London
5538	Mr Edward Guerra	2000	Bachelor	1	nan
5540	Miss Rebecca Hunt	1997	Bachelor	0	nan
5541	Miss Elizabeth Kemp	2003	Master	0	Birmingham
5542	Mr Christopher Smith	2001	high school	0	nan
5544	Mr Daniel Floyd	1970	Master	0	nan
5546	Miss Stephanie Stephens	2002	less than high school	0	Birmingham
5548	Miss Kimberly King	1989	less than high school	0	nan
5551	Mr Anthony Russell	1983	Bachelor	1	London
5552	Mr Christian Scott	1988	high school	0	London
5553	Miss Jacqueline Miller	1971	less than high school	0	London
5554	Mr Matthew Huang	1961	Bachelor	0	nan
5556	Miss Teresa Jones	1990	less than high school	0	London
5557	Miss Kelly Perez	2000	high school	0	nan
5558	Miss Lisa Vega	1999	high school	1	nan
5560	Mr Zachary Hahn	1966	high school	0	nan
5562	Miss Paige Owens	2002	high school	0	nan
5563	Mr Christopher Ortiz	1996	Bachelor	1	nan
5564	Mr Joseph Abbott	1964	Master	0	nan
5566	Mr David Perry	1946	Bachelor	0	nan
5567	Mr Ryan Castro	2001	Bachelor	0	London
5568	Mr Michael Curtis	1992	Master	0	Birmingham
5569	Miss Chelsea Smith	2001	high school	0	London
5572	Miss Ashley Vaughan	1992	Master	0	London
5573	Miss Madeline Haas	2000	Master	0	Birmingham
5574	Miss Abigail Vance	2002	high school	1	nan
5575	Miss Ann Williams	2006	less than high school	1	London
5576	Miss Michelle Hamilton	1998	Bachelor	0	nan
5577	Miss Joanna James	1960	high school	0	London
5581	Miss Erica Porter	1982	high school	1	nan
5582	Mr Justin Richard	2004	Master	0	Birmingham
5583	Miss Susan Washington	2001	less than high school	1	nan
5585	Miss Kristen Mcdonald	2006	less than high school	1	Birmingham
5588	Mr Seth Stewart	1999	less than high school	1	London
5590	Miss Brittany Robertson	1999	Bachelor	0	London
5591	Miss Kara Castillo	1999	Bachelor	1	nan
5592	Miss Sara Clements	2003	high school	0	Birmingham
5593	Miss Amber Leonard	1966	high school	0	nan
5595	Miss Kathryn Holmes	2004	Bachelor	0	nan
5597	Mr Ruben Swanson	1986	Bachelor	0	Birmingham
5599	Mr Alexander Ware	2003	less than high school	1	nan
5600	Mr Matthew Ruiz	1994	Master	0	Birmingham
5601	Miss Anna Molina	2005	Master	0	nan
5602	Miss Sandra Williamson	1968	less than high school	0	Brimingham
5603	Miss Janet Brown	2003	Bachelor	1	nan
5605	Miss Sheila Franklin	2004	Master	0	nan
5606	Miss Julia Weber	1988	Master	0	nan
5608	Miss Tanya Perez	2001	less than high school	0	London
5609	Mr Phillip Flynn	1989	less than high school	0	nan
5610	Miss Dawn King	1998	less than high school	0	London
5611	Miss Shirley Rogers	2001	high school	0	nan
5612	Miss Nicole Cole	2005	Master	1	nan
5614	Miss Diane Jones	2005	high school	0	nan
5615	Miss Ashley Petersen	2000	less than high school	0	London
5619	Mr James Singh	1982	Master	0	Birmingham
5621	Mr Alejandro Hall	1965	Bachelor	0	nan
5622	Mr Ryan Chen	1969	less than high school	0	nan
5623	Miss Susan Smith	1988	high school	0	London
5624	Mr Richard Copeland	1966	less than high school	0	nan
5625	Miss Pamela Martinez	1954	high school	1	Birmingham
5627	Mr James Ford	1967	Master	1	Brimingham
5629	Miss Danielle Bates	1997	Bachelor	0	nan
5634	Miss Lorraine Thomas	1947	Bachelor	1	London
5635	Mr Kristopher Rojas	1967	Bachelor	0	Birmingham
5636	Mr Richard Delacruz	1998	less than high school	1	Birmingham
5638	Mr Robert Mcbride	1974	Master	0	Birmingham
5639	Miss Stacie Moss	1970	less than high school	0	nan
5643	Mr Christopher Contreras	1979	high school	1	nan
5644	Mr Michael Wright	2000	high school	0	Birmingham
5647	Miss Laura Henderson	1972	high school	0	London
5648	Miss Stacey Burch	1998	high school	0	London
5649	Miss Jordan Wilson	1997	Master	0	nan
5655	Miss Kimberly Prince	1999	high school	1	nan
5658	Miss Julie Webster	1989	Bachelor	0	nan
5659	Mr Jonathan Roach	1991	high school	0	London
5661	Miss Jennifer Flores	2002	Bachelor	0	Birmingham
5662	Mr Randall Duarte	2006	Bachelor	1	London
5663	Miss Michelle Le	2006	high school	0	Birmingham
5665	Mr Joshua Patel	1969	less than high school	0	Birmingham
5666	Miss Carol Jacobs	2000	high school	0	London
5667	Miss Lori Howard	1967	less than high school	1	nan
5669	Mr Nathan Hebert	2002	high school	0	nan
5670	Miss Leslie Wallace	1988	Master	0	London
5671	Mr Robert Drake	1950	less than high school	1	nan
5672	Mr Richard Faulkner	1996	Master	0	nan
5675	Miss Kendra Campbell	1960	Bachelor	0	nan
5677	Mr Benjamin Harrison	2003	Master	1	Birmingham
5681	Mr David Oliver	2003	Bachelor	1	nan
5682	Mr Jared Mcknight	1994	high school	1	Birmingham
5683	Miss Amy Wells	2000	Master	0	London
5684	Miss Janet Hansen	1996	high school	0	Birmingham
5686	Miss Theresa Robbins	1997	high school	0	London
5687	Miss Tiffany Reilly	1981	Master	0	London
5688	Miss Jaime Rogers	1969	Bachelor	0	nan
5689	Mr Jeffery Ward	1995	high school	1	Birmingham
5690	Miss Bianca Moore	2000	high school	0	nan
5691	Mr William Harris	1987	high school	0	nan
5694	Mr Matthew Foster	1991	Master	0	Birmingham
5695	Mr Christopher Williams	1999	Bachelor	0	Birmingham
5696	Miss Jessica Brown	2000	Master	0	nan
5698	Miss Elizabeth Black	2000	Bachelor	0	nan
5700	Miss Melissa Murphy	1996	Bachelor	0	Birmingham
5702	Miss Kristina Bailey	2000	high school	0	Birmingham
5704	Mr Jeremy Stewart	1998	Master	0	Birmingham
5705	Mr Ryan Medina	2003	Master	0	London
5706	Miss Vanessa Fleming	1987	less than high school	0	Birmingham
5707	Mr Brad Elliott	1967	high school	1	nan
5708	Mr Dakota Williams	1951	high school	1	nan
5710	Miss Christine Hill	1996	Master	0	Birmingham
5712	Miss April Thompson	1970	Bachelor	0	London
5713	Miss Jacqueline Turner	1999	high school	0	nan
5714	Miss Rachel Page	1989	Bachelor	0	London
5715	Miss Heather Perez	2006	less than high school	0	Birmingham
5719	Miss Jennifer Sandoval	2002	Bachelor	1	Birmingham
5720	Miss Tracey Barnes	1998	high school	0	nan
5721	Miss Wendy Conley	1979	Master	0	nan
5723	Mr Shawn Brown	1997	high school	0	nan
5724	Miss Toni Ibarra	1974	less than high school	0	Birmingham
5725	Mr William Jimenez	1995	high school	0	nan
5726	Miss Suzanne Mccarthy	1986	less than high school	1	nan
5727	Miss Sandra Moran	1997	high school	0	nan
5729	Miss Elizabeth Miller	2005	Bachelor	1	London
5730	Miss Barbara Brown	1970	high school	0	nan
5732	Mr Daniel Norris	2003	high school	0	London
5733	Mr Christopher Patterson	2001	high school	0	nan
5735	Miss Stephanie Gibson	1996	Master	1	Birmingham
5736	Miss Dana Brown	2005	less than high school	0	London
5737	Mr Aaron Lindsey	1984	Bachelor	0	Birmingham
5738	Miss Deborah Hayes	1984	less than high school	1	nan
5740	Miss Margaret Marks	1999	Master	1	Birmingham
5741	Mr Douglas Gordon	2000	Bachelor	0	Birmingham
5742	Mr Charles James	1960	high school	1	nan
5743	Mr Brian Reed	1986	Bachelor	1	nan
5748	Mr Matthew Moore	2001	high school	1	Birmingham
5749	Miss Marissa Burnett	2006	Bachelor	0	Birmingham
5750	Mr Robert Jones	1957	Bachelor	2	London
5751	Miss Patricia Rivas	1974	Bachelor	0	Birmingham
5752	Mr Thomas Williams	1998	high school	0	nan
5753	Miss Jody Wallace	1997	high school	0	nan
5754	Mr Ronald Hardy	1996	less than high school	1	nan
5756	Miss Nancy Wilson	1998	Bachelor	0	Birmingham
5763	Mr Daniel Santiago	1973	Master	0	Birmingham
5764	Mr Stephen Vargas	2001	Bachelor	0	Birmingham
5765	Miss Leah Bush	2000	less than high school	1	nan
5767	Miss Marie Russell	1998	high school	0	nan
5768	Miss Cassandra Butler	1998	Bachelor	0	nan
5769	Mr James Norman	1998	Bachelor	0	nan
5770	Mr Andre Reed	1963	Master	0	nan
5771	Miss Michele Sharp	1954	less than high school	0	Birmingham
